feature,importance
answer__q_6bdc905e3f72_Scary_elements_Learn_more,0.030528578776784256
answer__q_1b293e4babdc_Social_or_Communication,0.0188185391133808
answer__q_bca3ec5dda43_Yes,0.018365033941776084
visible_question_count,0.01762862266787145
answer__q_7711385eb421_No,0.016726553942571287
answer__q_bd5378991a14_No,0.014597603308036463
answer__q_7e327631a16c_No,0.014166809996761176
answer__q_d6986c0f5284_Communication_used_to_communicate_with_people_already_known_to_the_user_in_one_on_one_or_small_group_conversations_Skype_SMS_and_Gmail_are_examples_of_these,0.013440241027317812
answer__q_94281255eeea_No,0.013244999326631417
answer__q_93e10cb84a82_No,0.012421162636980882
answer__q_0fdfd05fcf6c_No,0.011772396601758868
answer__q_4bc85050df07_Yes,0.011641530535473057
answer__q_9f0067fa0227_No,0.011228185319873817
answer__q_f48caccfa701_No,0.011207697237488434
answer__q_0efb748cf130_No,0.011134452937249654
answer__q_93e10cb84a82_Yes,0.011116880925246613
answer__q_507a4755324a_No,0.010919309450512133
answer__q_5d84cbf44792_Often,0.010901254549337784
answer__q_fa879063695d_No,0.010801385201326407
answer__q_bd5378991a14_Yes,0.010676181406480578
answer__q_5ebbe602e5b2_Yes,0.010486554722804204
answer__q_7e327631a16c_Yes,0.009966478147780868
answer__q_fa879063695d_Yes,0.009552251012001658
answer__q_1b293e4babdc_Game,0.009453524250629801
answer__q_94281255eeea_Yes,0.009442421059432328
answer__q_8f58d3d79839_No,0.009166589499589085
interactive_element_count,0.00892807006361788
answer__q_0cbfa914eb04_No,0.008925872696563553
answer__q_bca3ec5dda43_No,0.008923542901932986
answer__q_507a4755324a_Yes,0.008629504437598167
answer__q_156f495d441a_No,0.00856845349821112
answer__q_5cc1024ee5fb_Yes,0.008450180582932978
answer__q_46e0aaa8e62a_Yes,0.007665774559664155
answer__q_9f0067fa0227_Yes,0.007485832214565805
content_descriptor_count,0.007189851082993009
answer__q_3f4040ef5ac3_Yes,0.007046808786519781
answer__q_55327882e80f_Yes,0.007011668681232903
answer__q_7711385eb421_Yes,0.00700130098458337
answer__q_1b293e4babdc_All_Other_App_Types,0.0069808776332022865
answer__q_24f3b3344402_Yes,0.006820978466868772
answer__q_f56acd04bdd6_No,0.006667227142250029
answer__q_1189ea881316_Yes,0.006654305708602021
